Year,Province,Island,Class,Value
2022,Shefa,Emae,6,28
2022,Shefa,Emae,7,32
2022,Shefa,Emae,8,28
2022,Shefa,Emae,9,27
2022,Shefa,Emae,10,21
2022,Shefa,Emao,,300
2022,Shefa,Emao,PreSchool,52
2022,Shefa,Emao,1,38
2022,Shefa,Emao,2,36
2022,Shefa,Emao,3,32
2022,Shefa,Emao,4,38
2022,Shefa,Emao,5,22
2022,Shefa,Emao,6,34
2022,Shefa,Emao,7,23
2022,Shefa,Emao,8,25
2022,Shefa,Epi,,2601
2022,Shefa,Epi,PreSchool,377
2022,Shefa,Epi,1,278
2022,Shefa,Epi,2,273
2022,Shefa,Epi,3,288
2022,Shefa,Epi,4,252
2022,Shefa,Epi,5,283
2022,Shefa,Epi,6,277
2022,Shefa,Epi,7,146
2022,Shefa,Epi,8,144
2022,Shefa,Epi,9,119
2022,Shefa,Epi,10,86
2022,Shefa,Epi,11,41
2022,Shefa,Epi,12,37
2022,Shefa,Ifira,,157
2022,Shefa,Ifira,PreSchool,28
2022,Shefa,Ifira,1,19
2022,Shefa,Ifira,2,24
2022,Shefa,Ifira,3,17
2022,Shefa,Ifira,4,21
2022,Shefa,Ifira,5,22
2022,Shefa,Ifira,6,26
2022,Shefa,Lamen,,36
2022,Shefa,Lamen,PreSchool,36
2022,Shefa,Lelepa,,130
2022,Shefa,Lelepa,PreSchool,29
2022,Shefa,Lelepa,1,16
2022,Shefa,Lelepa,2,21
2022,Shefa,Lelepa,3,13
2022,Shefa,Lelepa,4,16
2022,Shefa,Lelepa,5,15
2022,Shefa,Lelepa,6,20
2022,Shefa,Makira,,41
2022,Shefa,Makira,PreSchool,13
2022,Shefa,Makira,1,2
2022,Shefa,Makira,2,4
2022,Shefa,Makira,3,9
2022,Shefa,Makira,4,5
2022,Shefa,Makira,5,6
2022,Shefa,Makira,6,2
2022,Shefa,Matoso,,30
2022,Shefa,Matoso,1,9
2022,Shefa,Matoso,3,7
2022,Shefa,Matoso,5,14
2022,Shefa,Moso,,113
2022,Shefa,Moso,1,17
2022,Shefa,Moso,2,27
2022,Shefa,Moso,3,21
2022,Shefa,Moso,4,15
2022,Shefa,Moso,5,12
2022,Shefa,Moso,6,21
2022,Shefa,Nguna,,538
2022,Shefa,Nguna,PreSchool,69
2022,Shefa,Nguna,1,55
2022,Shefa,Nguna,2,70
2022,Shefa,Nguna,3,39
2022,Shefa,Nguna,4,52
2022,Shefa,Nguna,5,54
2022,Shefa,Nguna,6,48
2022,Shefa,Nguna,7,45
2022,Shefa,Nguna,8,46
2022,Shefa,Nguna,9,32
2022,Shefa,Nguna,10,28
2022,Shefa,Pele,,103
2022,Shefa,Pele,1,18
2022,Shefa,Pele,2,15
2022,Shefa,Pele,3,14
2022,Shefa,Pele,4,22
2022,Shefa,Pele,5,16
2022,Shefa,Pele,6,18
2022,Shefa,Tongariki,,90
2022,Shefa,Tongariki,PreSchool,22
2022,Shefa,Tongariki,1,16
2022,Shefa,Tongariki,2,10
2022,Shefa,Tongariki,3,12
2022,Shefa,Tongariki,4,9
2022,Shefa,Tongariki,5,16
2022,Shefa,Tongariki,6,5
2022,Shefa,Tongoa,,676
2022,Shefa,Tongoa,PreSchool,113
2022,Shefa,Tongoa,1,87
2022,Shefa,Tongoa,2,71
2022,Shefa,Tongoa,3,86
2022,Shefa,Tongoa,4,88
2022,Shefa,Tongoa,5,75
2022,Shefa,Tongoa,6,92
2022,Shefa,Tongoa,7,11
2022,Shefa,Tongoa,8,33
2022,Shefa,Tongoa,9,20
2022,Tafea,,,16898
2022,Tafea,Aneityum,,529
2022,Tafea,Aneityum,PreSchool,107
2022,Tafea,Aneityum,1,31
2022,Tafea,Aneityum,2,52
2022,Tafea,Aneityum,3,50
2022,Tafea,Aneityum,4,49
2022,Tafea,Aneityum,5,70
2022,Tafea,Aneityum,6,48
2022,Tafea,Aneityum,7,43
2022,Tafea,Aneityum,8,31
2022,Tafea,Aneityum,9,27
2022,Tafea,Aneityum,10,21
2022,Tafea,Aniwa,,141
2022,Tafea,Aniwa,PreSchool,37
2022,Tafea,Aniwa,1,13
2022,Tafea,Aniwa,2,21
2022,Tafea,Aniwa,3,14
2022,Tafea,Aniwa,4,14
2022,Tafea,Aniwa,5,12
2022,Tafea,Aniwa,6,13
2022,Tafea,Aniwa,7,10
2022,Tafea,Aniwa,8,7
2022,Tafea,Erromango,,936
2022,Tafea,Erromango,PreSchool,121
2022,Tafea,Erromango,1,120
2022,Tafea,Erromango,2,96
2022,Tafea,Erromango,3,61
2022,Tafea,Erromango,4,99
2022,Tafea,Erromango,5,99
2022,Tafea,Erromango,6,93
2022,Tafea,Erromango,7,67
2022,Tafea,Erromango,8,75
2022,Tafea,Erromango,9,53
2022,Tafea,Erromango,10,52
2022,Tafea,Futuna,,291
2022,Tafea,Futuna,PreSchool,46
2022,Tafea,Futuna,1,22
2022,Tafea,Futuna,2,26
2022,Tafea,Futuna,3,16
2022,Tafea,Futuna,4,19
2022,Tafea,Futuna,5,29
2022,Tafea,Futuna,6,19
2022,Tafea,Futuna,7,27
2022,Tafea,Futuna,8,35
2022,Tafea,Futuna,9,28
2022,Tafea,Futuna,10,24
2022,Tafea,Tanna,,15001
2022,Tafea,Tanna,PreSchool,2358
2022,Tafea,Tanna,1,1454
2022,Tafea,Tanna,2,1560
2022,Tafea,Tanna,3,1688
2022,Tafea,Tanna,4,1670
2022,Tafea,Tanna,5,1505
2022,Tafea,Tanna,6,1499
2022,Tafea,Tanna,7,836
2022,Tafea,Tanna,8,736
2022,Tafea,Tanna,9,622
2022,Tafea,Tanna,10,477
2022,Tafea,Tanna,11,271
2022,Tafea,Tanna,12,210
2022,Tafea,Tanna,13,115
2022,Torba,,,3467
2022,Torba,Gaua,,1005
2022,Torba,Gaua,PreSchool,176
2022,Torba,Gaua,1,113
2022,Torba,Gaua,2,106
2022,Torba,Gaua,3,114
2022,Torba,Gaua,4,100
2022,Torba,Gaua,5,116
2022,Torba,Gaua,6,100
2022,Torba,Gaua,7,52
2022,Torba,Gaua,8,32
2022,Torba,Gaua,9,71
2022,Torba,Gaua,10,25
2022,Torba,Hiu,,109
2022,Torba,Hiu,PreSchool,27
2022,Torba,Hiu,1,22
2022,Torba,Hiu,2,11
2022,Torba,Hiu,3,12
2022,Torba,Hiu,4,11
2022,Torba,Hiu,5,18
2022,Torba,Hiu,6,8
2022,Torba,Loh,,182
2022,Torba,Loh,PreSchool,12
2022,Torba,Loh,1,11
2022,Torba,Loh,2,12
2022,Torba,Loh,3,12
2022,Torba,Loh,4,10
2022,Torba,Loh,5,7
2022,Torba,Loh,6,11
2022,Torba,Loh,7,42
2022,Torba,Loh,8,42
2022,Torba,Loh,9,23
2022,Torba,Mere Lava,,171
2022,Torba,Mere Lava,PreSchool,27
2022,Torba,Mere Lava,1,21
2022,Torba,Mere Lava,2,29
2022,Torba,Mere Lava,3,29
2022,Torba,Mere Lava,4,25
2022,Torba,Mere Lava,5,22
2022,Torba,Mere Lava,6,18
2022,Torba,Mota,,168
2022,Torba,Mota,PreSchool,29
2022,Torba,Mota,1,21
2022,Torba,Mota,2,23
2022,Torba,Mota,3,25
2022,Torba,Mota,4,15
2022,Torba,Mota,5,26
2022,Torba,Mota,6,29
2022,Torba,Mota Lava,,504
2022,Torba,Mota Lava,PreSchool,79
2022,Torba,Mota Lava,1,50
2022,Torba,Mota Lava,2,46
2022,Torba,Mota Lava,3,58
2022,Torba,Mota Lava,4,65
2022,Torba,Mota Lava,5,44
2022,Torba,Mota Lava,6,55
2022,Torba,Mota Lava,7,32
2022,Torba,Mota Lava,8,28
2022,Torba,Mota Lava,9,19
2022,Torba,Mota Lava,10,28
2022,Torba,Rah,,13
2022,Torba,Rah,PreSchool,13
2022,Torba,Tegua,,7
2022,Torba,Tegua,PreSchool,7
2022,Torba,Toga,,153
2022,Torba,Toga,PreSchool,44
2022,Torba,Toga,1,22
2022,Torba,Toga,2,14
2022,Torba,Toga,3,17
2022,Torba,Toga,4,20
2022,Torba,Toga,5,14
2022,Torba,Toga,6,22
2022,Torba,Ureparapara,,122
2022,Torba,Ureparapara,PreSchool,33
2022,Torba,Ureparapara,1,18
2022,Torba,Ureparapara,2,11
2022,Torba,Ureparapara,3,10
2022,Torba,Ureparapara,4,16
2022,Torba,Ureparapara,5,17
2022,Torba,Ureparapara,6,17
2022,Torba,Vanua Lava,,1033
2022,Torba,Vanua Lava,PreSchool,176
2022,Torba,Vanua Lava,1,92
2022,Torba,Vanua Lava,2,99
2022,Torba,Vanua Lava,3,79
2022,Torba,Vanua Lava,4,107
2022,Torba,Vanua Lava,5,75
2022,Torba,Vanua Lava,6,86
2022,Torba,Vanua Lava,7,103
2022,Torba,Vanua Lava,8,85
2022,Torba,Vanua Lava,9,54
2022,Torba,Vanua Lava,10,32
2022,Torba,Vanua Lava,11,16
2022,Torba,Vanua Lava,12,15
2022,Torba,Vanua Lava,13,14
